spec_code,spec_es,year,doc_code,n_visits,n_surgeries,n_patients
137,cirugia general,2012,13439059,68,5,69
137,cirugia general,2012,10262766,56,8,44
137,cirugia general,2012,16751206,3,2,5
137,cirugia general,2012,14227764,22,7,25
137,cirugia general,2012,19064334,12,1,36
137,cirugia general,2012,70061744,54,5,47
137,cirugia general,2012,17184237,32,3,19
137,cirugia general,2012,70048242,178,169,376
137,cirugia general,2012,70045824,25,1,22
137,cirugia general,2012,6790146,14,1,14
137,cirugia general,2012,6186538,59,6,49
137,cirugia general,2012,6090580,90,3,74
137,cirugia general,2012,6034654,30,6,23
137,cirugia general,2012,49735077,11,2,9
137,cirugia general,2012,4607558,51,5,44
137,cirugia general,2012,4469997,33,4,29
137,cirugia general,2012,4324620,3,1,2
137,cirugia general,2012,43032087,7,4,9
137,cirugia general,2012,42986891,136,6,68
137,cirugia general,2012,32732734,9,2,9
137,cirugia general,2012,38425,69,1,56
137,cirugia general,2012,19261535,30,5,27
137,cirugia general,2012,3229856,2,2,4
137,cirugia general,2012,31892910,23,4,19
137,cirugia general,2012,31263501,29,4,25
137,cirugia general,2012,31236793,21,7,18
137,cirugia general,2012,70072944,10,4,17
137,cirugia general,2012,19456386,43,10,40
137,cirugia general,2012,19389006,2,1,6
137,cirugia general,2012,19265995,37,8,34
137,cirugia general,2012,32542347,25,3,31
137,cirugia general,2012,19248919,8,1,11
137,cirugia general,2012,19225332,78,12,57
137,cirugia general,2012,19168176,18,1,14
137,cirugia general,2012,19168176,23,3,19
137,cirugia general,2012,19145274,8,2,8
138,cirugia maxilofacial,2012,94372522,28,3,29
138,cirugia maxilofacial,2012,93388065,9,3,9
138,cirugia maxilofacial,2012,94428925,15,1,13
138,cirugia maxilofacial,2012,72175196,16,4,17
138,cirugia maxilofacial,2012,10235347,60,29,65
138,cirugia maxilofacial,2012,71598312,6,2,8
138,cirugia maxilofacial,2012,32707732,60,2,47
138,cirugia maxilofacial,2012,24321611,3,4,5
138,cirugia maxilofacial,2012,19247333,155,8,100
138,cirugia maxilofacial,2012,71598312,13,1,13
138,cirugia maxilofacial,2012,10273179,45,8,51
139,cirugia oncologica,2012,91244268,24,3,20
139,cirugia oncologica,2012,91226412,17,2,10
139,ciurgia de la mama y tum. de tejidos bla,2012,73146094,158,11,129
139,cirugia oncologica,2012,16615137,214,29,180
139,cirugia oncologica,2012,14993809,19,3,16
139,cirugia oncologica,2012,14940602,140,24,88
139,cirugia oncologica,2012,16688874,26,5,24
142,cirugia pediatrica,2012,70568173,43,29,58
142,cirugia pediatrica,2012,98554526,252,101,241
142,cirugia pediatrica,2012,8733990,4,2,5
142,cirugia pediatrica,2012,8732209,20,4,21
142,cirugia pediatrica,2012,79230549,26,5,23
142,cirugia pediatrica,2012,79150700,16,4,14
142,cirugia pediatrica,2012,76308829,4,3,5
142,cirugia pediatrica,2012,73145708,5,2,5
142,cirugia pediatrica,2012,73080549,39,9,36
142,cirugia pediatrica,2012,71709312,4,1,5
142,cirugia pediatrica,2012,71651913,10,2,10
142,cirugia pediatrica,2012,70121992,150,63,143
142,cirugia pediatrica,2012,13451805,6,1,10
142,cirugia pediatrica,2012,43741769,11,4,14
142,cirugia pediatrica,2012,13462241,42,1,33
142,cirugia pediatrica,2012,10534733,3,1,4
142,cirugia pediatrica,2012,13462241,78,2,60
142,cirugia pediatrica,2012,14211147,22,9,27
142,cirugia pediatrica,2012,16262630,3,3,5
142,cirugia pediatrica,2012,16619977,5,1,5
142,cirugia pediatrica,2012,6078375,4,2,4
142,cirugia pediatrica,2012,17135920,22,1,16
142,cirugia pediatrica,2012,19204701,32,1,21
142,cirugia pediatrica,2012,32461798,5,2,5
142,cirugia pediatrica,2012,36540195,8,2,7
142,cirugia pediatrica,2012,43617675,12,4,12
142,cirugia pediatrica,2012,16677479,154,80,142
143,cirugia plastica,2012,73070548,31,3,25
143,cirugia plastica,2012,72140291,24,45,61
143,cirugia plastica,2012,72125436,46,75,83
143,cirugia plastica,2012,71662574,33,9,27
143,cirugia plastica,2012,71642098,21,6,22
143,cirugia plastica,2012,71595997,31,2,32
143,cirugia plastica,2012,71602067,7,1,7
143,cirugia plastica,2012,70561719,30,8,30
143,cirugia plastica,2012,70556557,7,1,9
143,cirugia plastica,2012,7444894,25,5,19
143,cirugia plastica,2012,71624658,17,4,21
143,cirugia plastica,2012,79142582,26,6,16
143,cirugia plastica,2012,8303862,64,10,64
143,cirugia plastica,2012,79398544,3,4,6
143,cirugia plastica,2012,79601278,1,1,2
143,cirugia plastica,2012,8238419,20,6,21
143,cirugia plastica,2012,8242366,60,13,59
143,cirugia plastica,2012,8296413,12,4,14
143,cirugia plastica,2012,70549135,8,3,11
143,cirugia plastica,2012,8346243,41,8,42
143,cirugia plastica,2012,8352106,7,5,8
143,cirugia plastica,2012,8671948,46,5,45
143,cirugia plastica,2012,8684053,3,1,4
143,cirugia plastica,2012,8691966,38,3,40
143,cirugia plastica,2012,91254363,8,4,9
143,cirugia plastica,2012,98563772,153,37,136
143,cirugia plastica,2012,79370326,21,7,18
143,cirugia plastica,2012,70320334,66,20,68
143,cirugia plastica,2012,66829783,15,5,18
143,cirugia plastica,2012,70112871,12,9,15
143,cirugia plastica,2012,10224202,1,2,1
143,cirugia plastica,2012,10289625,2,2,3
143,cirugia plastica,2012,120050,2,5,6
143,cirugia plastica,2012,13463063,5,5,10
143,cirugia plastica,2012,13848358,6,4,8
143,cirugia plastica,2012,14650142,2,1,2
143,cirugia plastica,2012,15321335,19,1,19
143,cirugia plastica,2012,15349516,22,3,16
143,cirugia plastica,2012,15349516,24,3,21
143,cirugia plastica,2012,16732773,3,2,5
143,cirugia plastica,2012,17846123,4,2,5
143,cirugia plastica,2012,70113408,8,1,7
143,cirugia plastica,2012,19296936,8,1,8
143,cirugia plastica,2012,24316804,3,2,4
143,cirugia plastica,2012,19120998,40,8,40
143,cirugia plastica,2012,39686545,8,1,7
143,cirugia plastica,2012,70103704,21,6,20
143,cirugia plastica,2012,66809876,22,4,25
143,cirugia plastica,2012,63559377,1,2,1
143,cirugia plastica,2012,3602827,6,4,13
143,cirugia plastica,2012,51719146,57,13,35
143,cirugia plastica,2012,51629397,13,5,10
143,cirugia plastica,2012,5821867,2,1,4
143,cirugia plastica,2012,43613541,3,3,4
143,cirugia plastica,2012,43084575,33,52,64
143,cirugia plastica,2012,43027842,80,15,60
143,cirugia plastica,2012,43002370,36,6,37
143,cirugia plastica,2012,42870766,3,3,4
143,cirugia plastica,2012,51629397,15,5,9
147,cirugia plastica oncologica,2012,16211499,74,9,70
147,cirugia plastica oncologica,2012,32311544,11,15,22
147,cirugia plastica oncologica,2012,70033556,29,4,27
147,cirugia plastica oncologica,2012,79464694,27,29,38
151,cirugia vascular periferica,2012,79481505,22,3,19
151,cirugia vascular periferica,2012,7542101,41,3,35
151,cirugia vascular periferica,2012,43613795,11,1,10
151,cirugia vascular periferica,2012,79158860,21,1,19
151,cirugia vascular periferica,2012,30563506,205,11,181
151,cirugia vascular periferica,2012,19467385,21,3,19
152,cirugia de columna,2012,19244859,104,4,61
152,cirugia de columna,2012,91475900,105,6,88
152,cirugia de columna,2012,8729552,69,10,59
152,cirugia de columna,2012,80414755,48,2,36
152,cirugia de columna,2012,19424904,181,1,115
152,cirugia de columna,2012,17111783,77,2,55
152,cirugia de columna,2012,16603921,38,1,37
160,coloproctologia,2012,70567144,645,57,823
160,coloproctologia,2012,70569916,305,31,256
160,coloproctologia,2012,79142637,136,11,107
160,coloproctologia,2012,79780047,15,2,15
160,coloproctologia,2012,92500418,49,16,49
160,coloproctologia,2012,70555851,110,13,88
160,coloproctologia,2012,91291698,7,1,9
160,coloproctologia,2012,70115364,912,32,663
160,coloproctologia,2012,17025187,43,5,44
160,coloproctologia,2012,19089830,123,5,89
160,coloproctologia,2012,10255761,220,45,188
160,coloproctologia,2012,31963799,29,2,26
200,dermatologia,2012,51646498,277,18,173
200,dermatologia,2012,45453256,40,6,35
200,dermatologia,2012,45457034,149,17,123
200,dermatologia,2012,45453256,26,4,24
200,dermatologia,2012,45434899,373,119,289
200,dermatologia,2012,43735058,558,115,390
200,dermatologia,2012,45505024,197,51,159
200,dermatologia,2012,503547,157,3,139
200,dermatologia,2012,43733221,106,3,105
200,dermatologia,2012,51629092,28,1,28
200,dermatologia,2012,51665838,302,38,236
200,dermatologia,2012,57300348,74,5,65
200,dermatologia,2012,51716640,728,78,427
200,dermatologia,2012,51773561,88,29,66
200,dermatologia,2012,51859897,227,24,155
200,dermatologia,2012,52008621,37,7,32
200,dermatologia,2012,52057981,95,24,73
200,dermatologia,2012,52104078,171,28,139
200,dermatologia,2012,43731193,664,94,534
200,dermatologia,2012,52150005,92,19,82
200,dermatologia,2012,52252289,790,74,516
200,dermatologia,2012,52265784,2,1,2
200,dermatologia,2012,52430421,12,3,8
200,dermatologia,2012,52709565,101,7,77
200,dermatologia,2012,51688176,120,24,87
200,dermatologia,2012,43728943,998,203,685
200,dermatologia,2012,43516341,618,80,412
200,dermatologia,2012,43727208,88,9,90
200,dermatologia,2012,42865654,393,54,316
200,dermatologia,2012,42868932,763,249,589
200,dermatologia,2012,42881981,390,447,340
200,dermatologia,2012,42882604,567,66,428
200,dermatologia,2012,42888101,642,77,453
200,dermatologia,2012,42890107,592,68,452
200,dermatologia,2012,42891653,89,32,67
200,dermatologia,2012,42898456,518,116,418
200,dermatologia,2012,42966940,502,145,430
200,dermatologia,2012,42982995,419,74,259
200,dermatologia,2012,43045426,323,89,238
200,dermatologia,2012,43727208,142,21,131
200,dermatologia,2012,43066435,409,64,288
200,dermatologia,2012,43097584,567,83,442
200,dermatologia,2012,43515009,367,65,310
200,dermatologia,2012,43522888,222,18,154
200,dermatologia,2012,43524975,968,66,598
200,dermatologia,2012,43554279,1015,111,817
200,dermatologia,2012,43558194,503,119,393
200,dermatologia,2012,43627517,91,36,81
200,dermatologia,2012,43627517,131,60,118
200,dermatologia,2012,43628287,212,69,165
200,dermatologia,2012,43638823,238,120,178
200,dermatologia,2012,43721086,571,115,404
200,dermatologia,2012,43085910,434,175,372
200,dermatologia,2012,60340320,117,59,123
200,dermatologia,2012,91220584,301,18,242
200,dermatologia,2012,6496556,35,2,32
200,dermatologia,2012,79568540,366,75,276
200,dermatologia,2012,80410654,59,3,45
200,dermatologia,2012,80412124,55,7,38
200,dermatologia,2012,80503253,230,77,182
200,dermatologia,2012,8211053,380,38,318
200,dermatologia,2012,8251476,688,106,584
200,dermatologia,2012,8305669,27,4,21
200,dermatologia,2012,8313955,327,60,288
200,dermatologia,2012,8667612,161,28,117
200,dermatologia,2012,8728452,174,33,104
200,dermatologia,2012,8731441,434,84,725
200,dermatologia,2012,79485642,119,21,83
200,dermatologia,2012,8739875,222,45,139
200,dermatologia,2012,9037369,128,12,115
200,dermatologia,2012,9074420,97,1,94
200,dermatologia,2012,9076732,281,64,210
200,dermatologia,2012,9092087,17,5,18
200,dermatologia,2012,91200400,102,2,71
200,dermatologia,2012,91202151,329,19,178
200,dermatologia,2012,98550145,464,72,369
200,dermatologia,2012,94371931,84,24,142
200,dermatologia,2012,9305517,270,42,227
200,dermatologia,2012,91299506,629,164,522
200,dermatologia,2012,42821493,922,19,618
200,dermatologia,2012,88216367,5,1,5
200,dermatologia,2012,79464457,588,46,402
200,dermatologia,2012,79307971,144,43,130
200,dermatologia,2012,79154010,62,6,37
200,dermatologia,2012,66728984,38,8,30
200,dermatologia,2012,66764844,41,7,38
200,dermatologia,2012,66774276,12,3,12
200,dermatologia,2012,66859548,171,39,141
200,dermatologia,2012,66986338,148,46,132
200,dermatologia,2012,6768097,150,22,105
200,dermatologia,2012,70127368,351,107,329
200,dermatologia,2012,70557247,417,40,252
200,dermatologia,2012,70560798,280,95,245
200,dermatologia,2012,71578919,473,198,358
200,dermatologia,2012,71610323,1207,55,914
200,dermatologia,2012,71635174,172,47,143
200,dermatologia,2012,71653425,377,72,296
200,dermatologia,2012,71653425,253,49,205
200,dermatologia,2012,71694707,643,45,585
200,dermatologia,2012,71694707,828,38,734
200,dermatologia,2012,73072498,234,59,200
200,dermatologia,2012,73088424,31,3,27
200,dermatologia,2012,73097470,309,61,216
200,dermatologia,2012,73104922,112,21,81
200,dermatologia,2012,73124611,265,56,224
200,dermatologia,2012,73139983,138,24,118
200,dermatologia,2012,7552224,46,3,43
200,dermatologia,2012,7552224,61,10,59
200,dermatologia,2012,77173427,84,6,60
200,dermatologia,2012,64575356,71,4,51
200,dermatologia,2012,42775950,969,203,765
200,dermatologia,2012,42823141,120,28,96
200,dermatologia,2012,41713085,48,1,42
200,dermatologia,2012,19474887,167,26,122
200,dermatologia,2012,19488514,300,23,260
200,dermatologia,2012,21070680,244,29,160
200,dermatologia,2012,21353139,154,23,96
200,dermatologia,2012,22578973,30,4,28
200,dermatologia,2012,22578973,56,8,47
200,dermatologia,2012,24325072,171,28,135
200,dermatologia,2012,24369240,28,8,21
200,dermatologia,2012,26759488,52,22,44
200,dermatologia,2012,29305642,158,51,147
200,dermatologia,2012,18387039,50,6,39
200,dermatologia,2012,30281070,225,11,194
200,dermatologia,2012,30288710,369,110,333
200,dermatologia,2012,30396391,37,5,31
200,dermatologia,2012,30560604,12,1,12
200,dermatologia,2012,30647557,66,6,55
200,dermatologia,2012,30769946,116,25,105
200,dermatologia,2012,31147794,467,38,357
200,dermatologia,2012,31151590,119,24,98
200,dermatologia,2012,31165947,48,10,49
200,dermatologia,2012,31169008,671,35,557
200,dermatologia,2012,31396903,92,41,79
200,dermatologia,2012,30288381,52,18,58
200,dermatologia,2012,31418638,146,50,122
200,dermatologia,2012,16760304,339,37,232
200,dermatologia,2012,16693159,382,80,289
200,dermatologia,2012,10216654,25,7,25
200,dermatologia,2012,10240772,42,8,46
200,dermatologia,2012,10249091,28,5,25
200,dermatologia,2012,10251555,207,42,173
200,dermatologia,2012,10278122,137,1,105
200,dermatologia,2012,10535455,11,2,11
200,dermatologia,2012,12126734,52,10,48
200,dermatologia,2012,12723379,9,1,9
200,dermatologia,2012,13235631,53,10,45
200,dermatologia,2012,13243877,74,1,69
200,dermatologia,2012,16752063,533,95,489
200,dermatologia,2012,13351145,80,36,71
200,dermatologia,2012,14224648,126,22,118
200,dermatologia,2012,14872470,1,1,2
200,dermatologia,2012,14877852,3,2,4
200,dermatologia,2012,14985631,417,86,330
200,dermatologia,2012,15531163,933,369,718
200,dermatologia,2012,16352871,30,9,26
200,dermatologia,2012,16607090,264,20,158
200,dermatologia,2012,16609532,105,38,65
200,dermatologia,2012,16645787,53,16,54
200,dermatologia,2012,16676164,104,30,86
200,dermatologia,2012,13816730,35,8,32
200,dermatologia,2012,31839645,23,5,17
200,dermatologia,2012,19108331,34,1,29
200,dermatologia,2012,31852287,215,31,145
200,dermatologia,2012,33151413,28,3,23
200,dermatologia,2012,3332038,78,1,60
200,dermatologia,2012,34530614,43,10,42
200,dermatologia,2012,34533194,24,6,19
200,dermatologia,2012,34533194,37,7,33
200,dermatologia,2012,34959252,59,8,46
200,dermatologia,2012,34966500,531,88,321
200,dermatologia,2012,35466060,206,25,156
200,dermatologia,2012,35469359,378,26,263
200,dermatologia,2012,35469513,248,14,172
200,dermatologia,2012,36538728,76,3,63
200,dermatologia,2012,37807122,20,3,19
200,dermatologia,2012,3795456,18,3,12
200,dermatologia,2012,38436904,253,57,216
200,dermatologia,2012,38868539,207,73,138
200,dermatologia,2012,3934131,17,5,18
200,dermatologia,2012,39682468,37,7,32
200,dermatologia,2012,39777322,71,14,58
200,dermatologia,2012,4003058,89,15,75
200,dermatologia,2012,41494895,939,274,686
200,dermatologia,2012,41585372,184,14,95
200,dermatologia,2012,42089367,11,1,7
200,dermatologia,2012,31851791,231,91,208
200,dermatologia,2012,3310893,258,35,207
200,dermatologia,2012,32774873,25,2,22
200,dermatologia,2012,41677445,121,23,83
200,dermatologia,2012,32477453,146,44,136
200,dermatologia,2012,31932678,215,25,137
200,dermatologia,2012,31969752,70,11,46
200,dermatologia,2012,31984399,549,110,316
200,dermatologia,2012,3228413,123,11,108
200,dermatologia,2012,32331396,740,43,499
200,dermatologia,2012,32395889,1417,330,1092
200,dermatologia,2012,32448616,438,84,361
200,dermatologia,2012,32462256,457,64,332
200,dermatologia,2012,32739477,56,12,44
200,dermatologia,2012,32477453,174,49,152
200,dermatologia,2012,32490181,290,9,283
200,dermatologia,2012,32527780,114,101,76
200,dermatologia,2012,32532772,342,44,301
200,dermatologia,2012,32606203,74,6,53
200,dermatologia,2012,32620350,37,2,29
200,dermatologia,2012,32655979,17,8,18
200,dermatologia,2012,32656086,1019,154,725
200,dermatologia,2012,32659430,612,95,465
200,dermatologia,2012,32667282,676,101,517
200,dermatologia,2012,32695103,316,51,245
200,dermatologia,2012,32702614,420,100,275
200,dermatologia,2012,31879146,444,75,284
200,dermatologia,2012,31872165,210,52,181
201,dermatologia oncologica,2012,12723379,2,1,2
201,dermatologia oncologica,2012,43869045,45,7,41
201,dermatologia oncologica,2012,43759255,15,3,15
202,dermatologia pediatrica,2012,63366096,31,6,25
202,dermatologia pediatrica,2012,22428983,135,15,115
211,cardiologia electrofisiologia,2012,98561217,85,9,67
211,cardiologia electrofisiologia,2012,71694456,25,3,28
211,cardiologia electrofisiologia,2012,6886505,209,4,166
212,cuidado paleativo y dolor,2012,19261066,33,16,39
212,cuidado paleativo y dolor,2012,71590666,172,6,188
212,cuidado paleativo y dolor,2012,71726882,14,2,12
212,cuidado paleativo y dolor,2012,71726882,9,1,14
212,cuidado paleativo y dolor,2012,79506231,17,9,18
215,reumatologia pediatrica,2012,42823855,98,2,65
240,endocrinologia,2012,17097549,135,1,84
240,endocrinologia,2012,92524580,31,5,26
241,endocrinologia pediatrica,2012,71639089,785,1,575
280,estomatologia pediatrica,2012,98542751,104,21,100
310,gastroenterologia,2012,91206044,43,1,37
310,gastroenterologia,2012,8689964,248,2,252
310,gastroenterologia,2012,8685128,13,1,24
310,gastroenterologia,2012,8312111,50,8,65
310,gastroenterologia,2012,8231420,380,3,366
310,gastroenterologia,2012,92498172,297,7,286
310,gastroenterologia,2012,79569554,279,10,294
310,gastroenterologia,2012,79569554,241,5,255
310,gastroenterologia,2012,71689629,331,33,243
310,gastroenterologia,2012,71604098,282,15,230
310,gastroenterologia,2012,22500707,62,1,68
310,gastroenterologia,2012,71578969,298,5,258
310,gastroenterologia,2012,45479285,63,1,53
310,gastroenterologia,2012,3744932,147,4,128
310,gastroenterologia,2012,21239227,123,1,112
310,gastroenterologia,2012,19078902,104,3,80
310,gastroenterologia,2012,17031055,143,7,133
310,gastroenterologia,2012,10234203,33,2,37
310,gastroenterologia,2012,71604098,190,14,168
312,gastroenterologia pediatrica,2012,8699468,8,6,18
340,ginecologia oncologica,2012,32534739,1114,12,1055
340,ginecologia oncologica,2012,43556573,19,2,16
340,ginecologia oncologica,2012,39684812,275,4,233
340,ginecologia oncologica,2012,39691093,50,3,28
340,ginecologia oncologica,2012,43556573,38,1,24
340,ginecologia oncologica,2012,31969763,21,2,13
340,ginecologia oncologica,2012,70552270,267,8,248
340,ginecologia oncologica,2012,71605830,614,41,489
340,ginecologia oncologica,2012,71708784,29,6,29
340,ginecologia oncologica,2012,79142727,135,3,82
340,ginecologia oncologica,2012,6889566,105,6,79
340,ginecologia oncologica,2012,19168642,75,4,54
340,ginecologia oncologica,2012,17180543,126,2,112
340,ginecologia oncologica,2012,17157659,371,8,160
340,ginecologia oncologica,2012,13484200,204,18,165
340,ginecologia oncologica,2012,12126929,24,1,16
